folder1_image,folder2_image,similarity
1_008,2_015,0.42427596
1_008,2_016,0.52717984
1_008,2_017,0.49656186
1_008,2_018,0.49186346
1_008,2_019,0.48311275
1_008,2_020,0.70758784
1_008,2_021,0.5042035
1_008,2_022,0.57670355
1_008,2_023,0.4930777
1_008,2_024,0.5364932
1_008,2_025,0.46531832
1_009,2_001,0.53984076
1_009,2_002,0.5732751
1_009,2_003,0.4865859
1_009,2_004,0.5364143
1_009,2_005,0.5030945
1_009,2_006,0.6021197
1_009,2_007,0.45014787
1_009,2_008,0.41946498
1_009,2_010,0.55375135
1_009,2_011,0.49600825
1_009,2_012,0.49942732
1_009,2_013,0.46963847
1_009,2_014,0.52573085
1_009,2_015,0.42813864
1_009,2_016,0.52238786
1_009,2_017,0.5102657
1_009,2_018,0.49194592
1_009,2_019,0.52540636
1_009,2_020,0.667953
1_009,2_021,0.45531413
1_009,2_022,0.52134407
1_009,2_023,0.40884626
1_009,2_024,0.48448038
1_009,2_025,0.5084867
1_010,2_001,0.58190733
1_010,2_002,0.54900324
1_010,2_003,0.6856961
1_010,2_004,0.5940524
1_010,2_005,0.53327274
1_010,2_006,0.5579474
1_010,2_007,0.629311
1_010,2_008,0.54661435
1_010,2_009,0.5532555
1_010,2_011,0.5083684
1_010,2_012,0.55304956
1_010,2_013,0.47101372
1_010,2_014,0.56908226
1_010,2_015,0.44743636
1_010,2_016,0.6885878
1_010,2_017,0.49246803
1_010,2_018,0.44395784
1_010,2_019,0.44584855
1_010,2_020,0.6089543
1_010,2_021,0.6547049
1_010,2_022,0.565481
1_010,2_023,0.59674156
1_010,2_024,0.5243228
1_010,2_025,0.5390165
1_011,2_001,0.49275964
1_011,2_002,0.5484712
1_011,2_003,0.44863
1_011,2_004,0.4554349
1_011,2_005,0.4152812
1_011,2_006,0.48357403
1_011,2_007,0.35566035
1_011,2_008,0.40568686
1_011,2_009,0.5467862
1_011,2_010,0.49214765
1_011,2_012,0.4419435
1_011,2_013,0.4930052
1_011,2_014,0.4546921
1_011,2_015,0.45569727
1_011,2_016,0.39393538
1_011,2_017,0.47411507
1_011,2_018,0.41618425
1_011,2_019,0.46104598
1_011,2_020,0.58483565
1_011,2_021,0.479455
1_011,2_022,0.51943773
1_011,2_023,0.44649887
1_011,2_024,0.47311705
1_011,2_025,0.44885108
1_012,2_001,0.6360712
1_012,2_002,0.5305025
1_012,2_003,0.51490533
1_012,2_004,0.5603645
1_012,2_005,0.52718145
1_012,2_006,0.60879385
1_012,2_007,0.5037596
1_012,2_008,0.47199067
1_012,2_009,0.5651898
1_012,2_010,0.5371543
1_012,2_011,0.54444534
1_012,2_013,0.53171366
1_012,2_014,0.5733234
1_012,2_015,0.5076236
1_012,2_016,0.5597599
1_012,2_017,0.56056243
1_012,2_018,0.4818782
1_012,2_019,0.58616996
1_012,2_020,0.6165246
1_012,2_021,0.5293474
1_012,2_022,0.54109323
1_012,2_023,0.49386755
1_012,2_024,0.4663923
1_012,2_025,0.49641433
1_013,2_001,0.4663836
1_013,2_002,0.42792174
1_013,2_003,0.59868175
1_013,2_004,0.49949384
1_013,2_005,0.4706081
1_013,2_006,0.5559456
1_013,2_007,0.61818933
1_013,2_008,0.5755418
1_013,2_009,0.46969947
1_013,2_010,0.5480557
1_013,2_011,0.4593251
1_013,2_012,0.51400805
1_013,2_014,0.5365391
1_013,2_015,0.40666193
1_013,2_016,0.72103447
1_013,2_017,0.49270713
1_013,2_018,0.47518688
1_013,2_019,0.46067944
1_013,2_020,0.50612414
1_013,2_021,0.574395
1_013,2_022,0.41970983
1_013,2_023,0.5451875
1_013,2_024,0.4161509
1_013,2_025,0.5175707
1_014,2_001,0.5086452
1_014,2_002,0.45150152
1_014,2_003,0.48934746
1_014,2_004,0.6011277
1_014,2_005,0.5101933
1_014,2_006,0.54695356
1_014,2_007,0.633685
1_014,2_008,0.566467
1_014,2_009,0.6707052
1_014,2_010,0.46315768
1_014,2_011,0.5772847
1_014,2_012,0.5289694
1_014,2_013,0.52339554
1_014,2_015,0.57157904
1_014,2_016,0.44227782
1_014,2_017,0.6733555
1_014,2_018,0.56315887
1_014,2_019,0.6118847
1_014,2_020,0.51847017
1_014,2_021,0.477525
1_014,2_022,0.4887095
1_014,2_023,0.4535818
1_014,2_024,0.38065225
1_014,2_025,0.5294707
1_015,2_001,0.4461684
1_015,2_002,0.50470185
1_015,2_003,0.39227676
1_015,2_004,0.47174177
1_015,2_005,0.4705317
1_015,2_006,0.4965767
1_015,2_007,0.40470353
1_015,2_008,0.4507175
1_015,2_009,0.48084953
1_015,2_010,0.4744264
1_015,2_011,0.6140529
1_015,2_012,0.43979347
1_015,2_013,0.4917933
1_015,2_014,0.547439
1_015,2_016,0.38270497
1_015,2_017,0.49775204
1_015,2_018,0.40692827
1_015,2_019,0.5353769
1_015,2_020,0.5141606
1_015,2_021,0.47146097
1_015,2_022,0.51496804
1_015,2_023,0.4323025
1_015,2_024,0.43994695
1_015,2_025,0.4713537
1_016,2_001,0.5310025
1_016,2_002,0.43937978
1_016,2_003,0.6606134
1_016,2_004,0.46332633
1_016,2_005,0.44775322
1_016,2_006,0.5431389
1_016,2_007,0.58567464
1_016,2_008,0.50646704
1_016,2_009,0.45023742
1_016,2_010,0.45562038
1_016,2_011,0.49020112
1_016,2_012,0.54205614
1_016,2_013,0.42973447
1_016,2_014,0.54302067
1_016,2_015,0.40022126
1_016,2_017,0.47148326
1_016,2_018,0.47542623
1_016,2_019,0.39401177
1_016,2_020,0.53546304
1_016,2_021,0.6293139
1_016,2_022,0.45106295
1_016,2_023,0.61136246
1_016,2_024,0.3938903
1_016,2_025,0.49529254
1_017,2_001,0.57151186
1_017,2_002,0.5881649
1_017,2_003,0.49814442
1_017,2_004,0.59659696
1_017,2_005,0.5064477
1_017,2_006,0.5958102
1_017,2_007,0.48764673
1_017,2_008,0.44832587
1_017,2_009,0.5176904
1_017,2_010,0.59363735
1_017,2_011,0.5280862
1_017,2_012,0.5634329
1_017,2_013,0.57860637
1_017,2_014,0.5877838
1_017,2_015,0.44109434
1_017,2_016,0.48493823
1_017,2_018,0.5840748
1_017,2_019,0.5121467
1_017,2_020,0.6650406
1_017,2_021,0.54076713
1_017,2_022,0.49720454
1_017,2_023,0.42418504
1_017,2_024,0.5261691
1_017,2_025,0.5395733
1_018,2_001,0.54567814
1_018,2_002,0.5820837
1_018,2_003,0.4585487
1_018,2_004,0.5832293
1_018,2_005,0.53700507
1_018,2_006,0.5988797
1_018,2_007,0.49517673
1_018,2_008,0.45192787
1_018,2_009,0.5552014
1_018,2_010,0.5930246
1_018,2_011,0.5702631
1_018,2_012,0.5805255
1_018,2_013,0.51946795
1_018,2_014,0.61599886
1_018,2_015,0.47167444
1_018,2_016,0.5142012
1_018,2_017,0.58816606
1_018,2_019,0.46615368
1_018,2_020,0.62524
1_018,2_021,0.52560323
1_018,2_022,0.5397308
1_018,2_023,0.46274054
1_018,2_024,0.53033465
1_018,2_025,0.5816864
1_019,2_001,0.5698674
1_019,2_002,0.43262804
1_019,2_003,0.40980706
1_019,2_004,0.5755379
1_019,2_005,0.4620956
1_019,2_006,0.5158967
1_019,2_007,0.4254159
1_019,2_008,0.40105468
1_019,2_009,0.48916623
1_019,2_010,0.45066383
1_019,2_011,0.58733594
1_019,2_012,0.5107949
1_019,2_013,0.5032085
1_019,2_014,0.6440456
1_019,2_015,0.48575538
1_019,2_016,0.46504644
1_019,2_017,0.5532552
1_019,2_018,0.48576587
1_019,2_020,0.5363665
1_019,2_021,0.51642185
1_019,2_022,0.52912676
1_019,2_023,0.44840723
1_019,2_024,0.42590335
1_019,2_025,0.56510043
1_020,2_001,0.53417784
1_020,2_002,0.4844204
1_020,2_003,0.7477944
1_020,2_004,0.5100509
1_020,2_005,0.5040842
1_020,2_006,0.5911872
1_020,2_007,0.560988
1_020,2_008,0.5090468
1_020,2_009,0.43247777
1_020,2_010,0.5399537
1_020,2_011,0.4676269
1_020,2_012,0.5890406
1_020,2_013,0.5246943
1_020,2_014,0.5615325
1_020,2_015,0.43129012
1_020,2_016,0.80479926
1_020,2_017,0.44426072
1_020,2_018,0.4365869
1_020,2_019,0.37972215
1_020,2_021,0.6693325
1_020,2_022,0.48069108
1_020,2_023,0.6405775
1_020,2_024,0.4932089
1_020,2_025,0.5113956
1_021,2_001,0.49002752
1_021,2_002,0.41847765
1_021,2_003,0.6348475
1_021,2_004,0.464322
1_021,2_005,0.42641878
1_021,2_006,0.54083437
1_021,2_007,0.57157373
1_021,2_008,0.49702612
1_021,2_009,0.52116007
1_021,2_010,0.42831293
1_021,2_011,0.49271032
1_021,2_012,0.50155526
1_021,2_013,0.46327814
1_021,2_014,0.51934737
1_021,2_015,0.4522127
1_021,2_016,0.60592335
1_021,2_017,0.46818486
1_021,2_018,0.4612193
1_021,2_019,0.4353963
1_021,2_020,0.4147319
1_021,2_022,0.5417709
1_021,2_023,0.5506998
1_021,2_024,0.40815482
1_021,2_025,0.5385209
1_022,2_001,0.53373307
1_022,2_002,0.5505733
1_022,2_003,0.6681202
1_022,2_004,0.6321975
1_022,2_005,0.4991395
1_022,2_006,0.51336014
1_022,2_007,0.74114704
1_022,2_008,0.6574669
1_022,2_009,0.602185
1_022,2_010,0.4640078
1_022,2_011,0.49748108
1_022,2_012,0.5228825
1_022,2_013,0.47937265
1_022,2_014,0.47716856
1_022,2_015,0.5748638
1_022,2_016,0.58121264
1_022,2_017,0.5820481
1_022,2_018,0.42190155
1_022,2_019,0.4757963
1_022,2_020,0.52579
1_022,2_021,0.63122606
1_022,2_023,0.6477184
1_022,2_024,0.5096874
1_022,2_025,0.54136807
1_023,2_001,0.61304104
1_023,2_002,0.48843324
1_023,2_003,0.3993004
1_023,2_004,0.5114701
1_023,2_005,0.48034224
1_023,2_006,0.5120543
1_023,2_007,0.42422873
1_023,2_008,0.45858073
1_023,2_009,0.5036148
1_023,2_010,0.60891896
1_023,2_011,0.52646494
1_023,2_012,0.5211385
1_023,2_013,0.59143937
1_023,2_014,0.5310919
1_023,2_015,0.43309048
1_023,2_016,0.47817424
1_023,2_017,0.53952
1_023,2_018,0.42310715
1_023,2_019,0.46628597
1_023,2_020,0.623462
1_023,2_021,0.4846037
1_023,2_022,0.51699686
1_023,2_024,0.4748122
1_023,2_025,0.4673617
1_024,2_001,0.5469079
1_024,2_002,0.51833385
1_024,2_003,0.70722604
1_024,2_004,0.5673173
1_024,2_005,0.4973667
1_024,2_006,0.51178366
1_024,2_007,0.56645685
1_024,2_008,0.5565409
1_024,2_009,0.46375814
1_024,2_010,0.4893367
1_024,2_011,0.51779646
1_024,2_012,0.60219723
1_024,2_013,0.52914935
1_024,2_014,0.52975386
1_024,2_015,0.43105587
1_024,2_016,0.5470098
1_024,2_017,0.47848317
1_024,2_018,0.40028948
1_024,2_019,0.36851087
1_024,2_020,0.47526464
1_024,2_021,0.7009712
1_024,2_022,0.55577046
1_024,2_023,0.76451355
1_024,2_025,0.5920672
1_025,2_001,0.55653167
1_025,2_002,0.5221296
1_025,2_003,0.70506316
1_025,2_004,0.58206683
1_025,2_005,0.48476037
1_025,2_006,0.53758365
1_025,2_007,0.67877495
1_025,2_008,0.6098514
1_025,2_009,0.49752536
1_025,2_010,0.48281863
1_025,2_011,0.47155896
1_025,2_012,0.60880566
1_025,2_013,0.54529816
1_025,2_014,0.56545025
1_025,2_015,0.50133413
1_025,2_016,0.56648076
1_025,2_017,0.59231144
1_025,2_018,0.48177055
1_025,2_019,0.41599748
1_025,2_020,0.4857054
1_025,2_021,0.7183048
1_025,2_022,0.5371795
1_025,2_023,0.7681268
1_025,2_024,0.5830316
